  YEAR MON DAY  INDEX    DOSE CODE
  N/A- no data: MOD-reconstructed value: OBS-observation: Modelled UVI not reliable
 2008  11  10 -1.000   -1.00  N/A
 2008  11  11 -1.000   -1.00  N/A
 2008  11  12 -1.000   -1.00  N/A
 2008  11  13 -1.000   -1.00  N/A
 2008  11  14 -1.000   -1.00  N/A
 2008  11  15 -1.000   -1.00  N/A
 2008  11  16 -1.000   -1.00  N/A
 2008  11  17 -1.000   -1.00  N/A
 2008  11  18 -1.000   -1.00  N/A
 2008  11  19 -1.000   -1.00  N/A
 2008  11  20 -1.000   -1.00  N/A
 2008  11  21 -1.000   -1.00  N/A
 2008  11  22 -1.000   -1.00  N/A
 2008  11  23 -1.000   -1.00  N/A
 2008  11  24 -1.000   -1.00  N/A
 2008  11  25 -1.000   -1.00  N/A
 2008  11  26 -1.000   -1.00  N/A
 2008  11  27 -1.000   -1.00  N/A
 2008  11  28 -1.000   -1.00  N/A
 2008  11  29 -1.000   -1.00  N/A
 2008  11  30 -1.000   -1.00  N/A
 2008  12   1 -1.000   -1.00  N/A
 2008  12   2 -1.000   -1.00  N/A
 2008  12   3 -1.000   -1.00  N/A
 2008  12   4 -1.000   -1.00  N/A
 2008  12   5 -1.000   -1.00  N/A
 2008  12   6 -1.000   -1.00  N/A
 2008  12   7 -1.000   -1.00  N/A
 2008  12   8 -1.000   -1.00  N/A
 2008  12   9 -1.000   -1.00  N/A
 2008  12  10 -1.000   -1.00  N/A
 2008  12  11 -1.000   -1.00  N/A
 2008  12  12 -1.000   -1.00  N/A
 2008  12  13 -1.000   -1.00  N/A
 2008  12  14 -1.000   -1.00  N/A
 2008  12  15 -1.000   -1.00  N/A
 2008  12  16 -1.000   -1.00  N/A
 2008  12  17 -1.000   -1.00  N/A
 2008  12  18 -1.000   -1.00  N/A
 2008  12  19 -1.000   -1.00  N/A
 2008  12  20 -1.000   -1.00  N/A
 2008  12  21 -1.000   -1.00  N/A
 2008  12  22 -1.000   -1.00  N/A
 2008  12  23 -1.000   -1.00  N/A
 2008  12  24 -1.000   -1.00  N/A
 2008  12  25 -1.000   -1.00  N/A
 2008  12  26 -1.000   -1.00  N/A
 2008  12  27 -1.000   -1.00  N/A
 2008  12  28 -1.000   -1.00  N/A
 2008  12  29 -1.000   -1.00  N/A
 2008  12  30 -1.000   -1.00  N/A
 2008  12  31 -1.000   -1.00  N/A
 2009   1   1 -1.000   -1.00  N/A
 2009   1   2 -1.000   -1.00  N/A
 2009   1   3 -1.000   -1.00  N/A
 2009   1   4 -1.000   -1.00  N/A
 2009   1   5 -1.000   -1.00  N/A
 2009   1   6 -1.000   -1.00  N/A
 2009   1   7 -1.000   -1.00  N/A
 2009   1   8 -1.000   -1.00  N/A
 2009   1   9 -1.000   -1.00  N/A
 2009   1  10 -1.000   -1.00  N/A
 2009   1  11 -1.000   -1.00  N/A
 2009   1  12 -1.000   -1.00  N/A
 2009   1  13 -1.000   -1.00  N/A
 2009   1  14 -1.000   -1.00  N/A
 2009   1  15 -1.000   -1.00  N/A
 2009   1  16 -1.000   -1.00  N/A
 2009   1  17 -1.000   -1.00  N/A
 2009   1  18 -1.000   -1.00  N/A
 2009   1  19 -1.000   -1.00  N/A
 2009   1  20 -1.000   -1.00  N/A
 2009   1  21 -1.000   -1.00  N/A
 2009   1  22 -1.000   -1.00  N/A
 2009   1  23 -1.000   -1.00  N/A
 2009   1  24 -1.000   -1.00  N/A
 2009   1  25 -1.000   -1.00  N/A
 2009   1  26 -1.000   -1.00  N/A
 2009   1  27 -1.000   -1.00  N/A
 2009   1  28 -1.000   -1.00  N/A
 2009   1  29 -1.000   -1.00  N/A
 2009   1  30 -1.000   -1.00  N/A
 2009   1  31 -1.000   -1.00  N/A
 2009   2   1 -1.000   -1.00  N/A
 2009   2   2 -1.000   -1.00  N/A
 2009   2   3 -1.000   -1.00  N/A
 2009   2   4 -1.000   -1.00  N/A
 2009   2   5 -1.000   -1.00  N/A
 2009   2   6 -1.000   -1.00  N/A
 2009   2   7 -1.000   -1.00  N/A
 2009   2   8 -1.000   -1.00  N/A
 2009   2   9 -1.000   -1.00  N/A
 2009   2  10 -1.000   -1.00  N/A
 2009   2  11 -1.000   -1.00  N/A
 2009   2  12 -1.000   -1.00  N/A
 2009   2  13 -1.000   -1.00  N/A
 2009   2  14 -1.000   -1.00  N/A
 2009   2  15 -1.000   -1.00  N/A
 2009   2  16 -1.000   -1.00  N/A
 2009   2  17  0.031    3.00  OBS
 2009   2  18  0.022    3.80  OBS
 2009   2  19  0.033    7.60  OBS
 2009   2  20  0.031    7.40  OBS
 2009   2  21  0.052   15.30  OBS
 2009   2  22  0.057   18.20  OBS
 2009   2  23  0.055   18.20  OBS
 2009   2  24  0.053   18.80  OBS
 2009   2  25  0.068   24.70  OBS
 2009   2  26  0.077   29.60  OBS
 2009   2  27  0.085   32.00  OBS
 2009   2  28  0.075   29.80  OBS
 2009   3   1  0.090   41.60  OBS
 2009   3   2  0.100   40.50  OBS
 2009   3   3  0.082   34.10  OBS
 2009   3   4  0.104   47.90  OBS
 2009   3   5  0.101   33.90  OBS
 2009   3   6  0.150   69.50  OBS
 2009   3   7  0.081   43.70  OBS
 2009   3   8  0.099   51.10  OBS
 2009   3   9  0.104   43.20  OBS
 2009   3  10  0.170   66.40  OBS
 2009   3  11  0.206  103.60  OBS
 2009   3  12  0.175   90.10  OBS
 2009   3  13  0.214  116.90  OBS
 2009   3  14  0.163   90.40  OBS
 2009   3  15  0.283  153.80  OBS
 2009   3  16  0.265  148.50  OBS
 2009   3  17  0.228  119.20  OBS
 2009   3  18  0.265  150.50  OBS
 2009   3  19  0.277  166.90  OBS
 2009   3  20  0.352  204.60  OBS
 2009   3  21  0.354  212.60  OBS
 2009   3  22  0.385  203.80  OBS
 2009   3  23  0.378  234.60  OBS
 2009   3  24  0.403  249.40  OBS
 2009   3  25  0.327  200.20  OBS
 2009   3  26  0.265  170.80  OBS
 2009   3  27  0.416  261.80  OBS
 2009   3  28  0.427  220.10  OBS
 2009   3  29  0.511  334.50  OBS
 2009   3  30  0.514  306.00  OBS
 2009   3  31  0.551  362.30  OBS
 2009   4   1  0.497  348.50  OBS
 2009   4   2  0.590  383.70  OBS
 2009   4   3  0.579  377.50  OBS
 2009   4   4  0.667  461.50  OBS
 2009   4   5  0.748  511.20  OBS
 2009   4   6  0.779  554.70  OBS
 2009   4   7  0.766  404.60  OBS
 2009   4   8  0.894  598.50  OBS
 2009   4   9  0.848  564.80  OBS
 2009   4  10  0.889  495.30  OBS
 2009   4  11  0.801  565.00  OBS
 2009   4  12  1.139  719.80  OBS
 2009   4  13  1.013  720.30  OBS
 2009   4  14  0.980  724.60  OBS
 2009   4  15  0.965  723.90  OBS
 2009   4  16  0.991  752.90  OBS
 2009   4  17  1.061  806.40  OBS
 2009   4  18  1.127  821.60  OBS
 2009   4  19  1.099  850.80  OBS
 2009   4  20  0.869  626.50  OBS
 2009   4  21  1.260  950.10  OBS
 2009   4  22  1.246  967.40  OBS
 2009   4  23  1.318 1023.50  OBS
 2009   4  24  1.438 1075.10  OBS
 2009   4  25  1.300 1045.50  OBS
 2009   4  26  1.348 1102.30  OBS
 2009   4  27  1.520 1236.40  OBS
 2009   4  28  1.492 1242.80  OBS
 2009   4  29  1.676 1145.70  OBS
 2009   4  30  1.884 1433.60  OBS
 2009   5   1  1.155  892.30  OBS
 2009   5   2  1.172  820.20  OBS
 2009   5   3  0.817  637.00  OBS
 2009   5   4  1.250  901.10  OBS
 2009   5   5  1.386 1174.70  OBS
 2009   5   6  1.844 1510.90  OBS
 2009   5   7  1.776 1528.90  OBS
 2009   5   8  1.840 1571.70  OBS
 2009   5   9  2.058 1462.80  OBS
 2009   5  10  1.729 1023.00  OBS
 2009   5  11  0.874  695.30  OBS
 2009   5  12  1.520 1074.50  OBS
 2009   5  13  2.886 1700.10  OBS
 2009   5  14  2.296 1587.30  OBS
 2009   5  15  2.009 1754.00  OBS
 2009   5  16  2.695 1931.90  OBS
 2009   5  17  2.692 2270.40  OBS
 2009   5  18  2.723 2144.50  OBS
 2009   5  19  1.859 1098.90  OBS
 2009   5  20  1.713 1293.60  OBS
 2009   5  21  1.720 1435.10  OBS
 2009   5  22  2.032 1388.00  OBS
 2009   5  23  1.556 1087.80  OBS
 2009   5  24  1.624 1540.00  OBS
 2009   5  25  2.300 1951.70  OBS
 2009   5  26  2.059 1604.60  OBS
 2009   5  27  1.464 1252.00  OBS
 2009   5  28  2.474 2213.70  OBS
 2009   5  29  1.985 1722.90  OBS
 2009   5  30  2.200 1728.60  OBS
 2009   5  31  1.532 1574.00  OBS
 2009   6   1  1.868 1878.90  OBS
 2009   6   2  2.509 2165.30  OBS
 2009   6   3  2.647 2547.90  OBS
 2009   6   4  3.116 2441.60  OBS
 2009   6   5  2.693 2211.70  OBS
 2009   6   6  2.765 2284.10  OBS
 2009   6   7  2.378 1477.00  OBS
 2009   6   8  2.679 1701.90  OBS
 2009   6   9  2.469 1624.90  OBS
 2009   6  10  2.061 1847.60  OBS
 2009   6  11  2.817 2065.80  OBS
 2009   6  12  3.233 2487.10  OBS
 2009   6  13  2.917 2752.10  OBS
 2009   6  14  2.787 2446.50  OBS
 2009   6  15  3.075 1890.30  OBS
 2009   6  16  1.227  899.40  OBS
 2009   6  17  3.050 2047.00  OBS
 2009   6  18  2.815 1877.60  OBS
 2009   6  19  3.144 2565.40  OBS
 2009   6  20  2.955 2509.10  OBS
 2009   6  21  2.830 2773.00  OBS
 2009   6  22  3.149 3060.00  OBS
 2009   6  23  3.251 1887.90  OBS
 2009   6  24  2.263 1512.70  OBS
 2009   6  25  1.758 1430.20  OBS
 2009   6  26  2.967 2053.60  OBS
 2009   6  27  2.327 1777.50  OBS
 2009   6  28  1.661 1330.50  OBS
 2009   6  29  2.790 1923.30  OBS
 2009   6  30  0.796  757.10  OBS
 2009   7   1  2.753 2311.90  OBS
 2009   7   2  1.747 1503.50  OBS
 2009   7   3  3.213 2825.80  OBS
 2009   7   4  3.320 2724.80  OBS
 2009   7   5  3.081 2920.50  OBS
 2009   7   6  2.995 2791.20  OBS
 2009   7   7  2.427 1941.40  OBS
 2009   7   8  2.818 1905.90  OBS
 2009   7   9  1.230 1177.50  OBS
 2009   7  10  2.851 2230.10  OBS
 2009   7  11  2.713 2550.50  OBS
 2009   7  12  1.933 1719.50  OBS
 2009   7  13  2.814 2019.50  OBS
 2009   7  14  1.994 1213.60  OBS
 2009   7  15  1.823 1333.90  OBS
 2009   7  16  2.805 1590.10  OBS
 2009   7  17  2.391 1753.60  OBS
 2009   7  18  2.820 1928.50  OBS
 2009   7  19  2.676 2237.50  OBS
 2009   7  20  2.761 1541.50  OBS
 2009   7  21  2.185 1498.50  OBS
 2009   7  22  2.460 1565.80  OBS
 2009   7  23  2.542 1914.00  OBS
 2009   7  24  2.631 2076.10  OBS
 2009   7  25  0.992  654.00  OBS
 2009   7  26  2.692 2114.90  OBS
 2009   7  27  1.047  806.40  OBS
 2009   7  28  1.357  761.80  OBS
 2009   7  29  1.579  984.90  OBS
 2009   7  30  1.356  805.00  OBS
 2009   7  31  2.341 1967.70  OBS
 2009   8   1  2.625 2196.77  MOD
 2009   8   2  2.477 1852.22  MOD
 2009   8   3  2.305  606.50  OBS
 2009   8   4  2.114 1557.00  OBS
 2009   8   5  1.313 1270.90  OBS
 2009   8   6  1.257 1076.30  OBS
 2009   8   7  1.139  808.40  OBS
 2009   8   8  0.878  587.40  OBS
 2009   8   9  1.683  937.70  OBS
 2009   8  10  1.163  855.20  OBS
 2009   8  11  1.879 1328.80  OBS
 2009   8  12  1.926 1347.40  OBS
 2009   8  13  1.071  714.20  OBS
 2009   8  14  1.106  846.80  OBS
 2009   8  15  1.739 1121.70  OBS
 2009   8  16  1.578  991.80  OBS
 2009   8  17  1.644 1164.80  OBS
 2009   8  18  0.815  468.70  OBS
 2009   8  19  0.986  686.40  OBS
 2009   8  20  1.446  917.80  OBS
 2009   8  21  1.236  833.80  OBS
 2009   8  22  0.654  410.60  OBS
 2009   8  23  1.475  988.40  OBS
 2009   8  24  1.189  838.80  OBS
 2009   8  25  0.917  705.00  OBS
 2009   8  26  1.454  922.00  OBS
 2009   8  27  1.376  905.20  OBS
 2009   8  28  1.270  892.50  OBS
 2009   8  29  1.216  860.30  OBS
 2009   8  30  1.222  816.90  OBS
 2009   8  31  0.701  411.30  OBS
 2009   9   1  0.712  461.30  OBS
 2009   9   2  0.792  387.40  OBS
 2009   9   3  1.021  623.10  OBS
 2009   9   4  0.894  448.80  OBS
 2009   9   5  0.647  426.20  OBS
 2009   9   6  0.751  425.30  OBS
 2009   9   7  0.777  487.00  OBS
 2009   9   8  0.696  387.20  OBS
 2009   9   9  0.702  460.50  OBS
 2009   9  10  0.649  411.60  OBS
 2009   9  11  0.520  291.50  OBS
 2009   9  12  0.571  228.80  OBS
 2009   9  13  0.552  285.80  OBS
 2009   9  14  0.611  331.60  OBS
 2009   9  15  0.365  244.30  OBS
 2009   9  16  0.498  273.90  OBS
 2009   9  17  0.396  264.40  OBS
 2009   9  18  0.539  331.10  OBS
 2009   9  19  0.495  271.20  OBS
 2009   9  20  0.432  197.10  OBS
 2009   9  21  0.202  103.40  OBS
 2009   9  22  0.463  262.30  OBS
 2009   9  23  0.311  143.30  OBS
 2009   9  24  0.164   64.70  OBS
 2009   9  25  0.311  165.80  OBS
 2009   9  26  0.199   89.00  OBS
 2009   9  27  0.162   90.40  OBS
 2009   9  28  0.287  114.60  OBS
 2009   9  29  0.145   89.00  OBS
 2009   9  30  0.216  117.70  OBS
 2009  10   1  0.253  127.00  OBS
 2009  10   2  0.260  117.80  OBS
 2009  10   3  0.223  111.70  OBS
 2009  10   4  0.198   75.30  OBS
 2009  10   5  0.206   89.00  OBS
 2009  10   6  0.152   68.90  OBS
 2009  10   7  0.159   73.10  OBS
 2009  10   8  0.145   63.60  OBS
 2009  10   9  0.137   60.00  OBS
 2009  10  10  0.118   51.80  OBS
 2009  10  11  0.105   44.10  OBS
 2009  10  12  0.127   52.80  OBS
 2009  10  13  0.081   31.30  OBS
 2009  10  14  0.039   11.70  OBS
 2009  10  15  0.072   25.70  OBS
 2009  10  16  0.070   23.50  OBS
 2009  10  17  0.020    6.70  OBS
 2009  10  18  0.049   15.40  OBS
 2009  10  19 -1.000   -1.00  N/A
 2009  10  20  0.051   13.70  OBS
 2009  10  21  0.031    7.00  OBS
 2009  10  22  0.025    4.70  OBS
 2009  10  23  0.022    3.80  OBS
 2009  10  24  0.035    3.30  OBS
 2009  10  25 -1.000   -1.00  N/A
 2009  10  26 -1.000   -1.00  N/A
 2009  10  27 -1.000   -1.00  N/A
 2009  10  28 -1.000   -1.00  N/A
 2009  10  29 -1.000   -1.00  N/A
 2009  10  30 -1.000   -1.00  N/A
 2009  10  31 -1.000   -1.00  N/A
 2009  11   1 -1.000   -1.00  N/A
 2009  11   2 -1.000   -1.00  N/A
 2009  11   3 -1.000   -1.00  N/A
 2009  11   4 -1.000   -1.00  N/A
 2009  11   5 -1.000   -1.00  N/A
 2009  11   6 -1.000   -1.00  N/A
 2009  11   7 -1.000   -1.00  N/A
 2009  11   8 -1.000   -1.00  N/A
 2009  11   9 -1.000   -1.00  N/A
 2009  11  10 -1.000   -1.00  N/A
 2009  11  11 -1.000   -1.00  N/A
 2009  11  12 -1.000   -1.00  N/A
 2009  11  13 -1.000   -1.00  N/A
 2009  11  14 -1.000   -1.00  N/A
 2009  11  15 -1.000   -1.00  N/A
 2009  11  16 -1.000   -1.00  N/A
 2009  11  17 -1.000   -1.00  N/A
 2009  11  18 -1.000   -1.00  N/A
 2009  11  19 -1.000   -1.00  N/A
 2009  11  20 -1.000   -1.00  N/A
 2009  11  21 -1.000   -1.00  N/A
 2009  11  22 -1.000   -1.00  N/A
 2009  11  23 -1.000   -1.00  N/A
 2009  11  24 -1.000   -1.00  N/A
 2009  11  25 -1.000   -1.00  N/A
 2009  11  26 -1.000   -1.00  N/A
 2009  11  27 -1.000   -1.00  N/A
 2009  11  28 -1.000   -1.00  N/A
 2009  11  29 -1.000   -1.00  N/A
 2009  11  30 -1.000   -1.00  N/A
 2009  12   1 -1.000   -1.00  N/A
 2009  12   2 -1.000   -1.00  N/A
 2009  12   3 -1.000   -1.00  N/A
 2009  12   4 -1.000   -1.00  N/A
 2009  12   5 -1.000   -1.00  N/A
 2009  12   6 -1.000   -1.00  N/A
 2009  12   7 -1.000   -1.00  N/A
 2009  12   8 -1.000   -1.00  N/A
 2009  12   9 -1.000   -1.00  N/A
 2009  12  10 -1.000   -1.00  N/A
 2009  12  11 -1.000   -1.00  N/A
 2009  12  12 -1.000   -1.00  N/A
 2009  12  13 -1.000   -1.00  N/A
 2009  12  14 -1.000   -1.00  N/A
 2009  12  15 -1.000   -1.00  N/A
 2009  12  16 -1.000   -1.00  N/A
 2009  12  17 -1.000   -1.00  N/A
 2009  12  18 -1.000   -1.00  N/A
 2009  12  19 -1.000   -1.00  N/A
 2009  12  20 -1.000   -1.00  N/A
 2009  12  21 -1.000   -1.00  N/A
 2009  12  22 -1.000   -1.00  N/A
 2009  12  23 -1.000   -1.00  N/A
 2009  12  24 -1.000   -1.00  N/A
 2009  12  25 -1.000   -1.00  N/A
 2009  12  26 -1.000   -1.00  N/A
 2009  12  27 -1.000   -1.00  N/A
 2009  12  28 -1.000   -1.00  N/A
 2009  12  29 -1.000   -1.00  N/A
 2009  12  30 -1.000   -1.00  N/A
 2009  12  31 -1.000   -1.00  N/A
 2010   1   1 -1.000   -1.00  N/A
 2010   1   2 -1.000   -1.00  N/A
 2010   1   3 -1.000   -1.00  N/A
 2010   1   4 -1.000   -1.00  N/A
 2010   1   5 -1.000   -1.00  N/A
 2010   1   6 -1.000   -1.00  N/A
 2010   1   7 -1.000   -1.00  N/A
 2010   1   8 -1.000   -1.00  N/A
 2010   1   9 -1.000   -1.00  N/A
 2010   1  10 -1.000   -1.00  N/A
 2010   1  11 -1.000   -1.00  N/A
 2010   1  12 -1.000   -1.00  N/A
 2010   1  13 -1.000   -1.00  N/A
 2010   1  14 -1.000   -1.00  N/A
 2010   1  15 -1.000   -1.00  N/A
 2010   1  16 -1.000   -1.00  N/A
 2010   1  17 -1.000   -1.00  N/A
 2010   1  18 -1.000   -1.00  N/A
 2010   1  19 -1.000   -1.00  N/A
 2010   1  20 -1.000   -1.00  N/A
 2010   1  21 -1.000   -1.00  N/A
 2010   1  22 -1.000   -1.00  N/A
 2010   1  23 -1.000   -1.00  N/A
 2010   1  24 -1.000   -1.00  N/A
 2010   1  25 -1.000   -1.00  N/A
 2010   1  26 -1.000   -1.00  N/A
 2010   1  27 -1.000   -1.00  N/A
 2010   1  28 -1.000   -1.00  N/A
 2010   1  29 -1.000   -1.00  N/A
 2010   1  30 -1.000   -1.00  N/A
 2010   1  31 -1.000   -1.00  N/A
 2010   2   1 -1.000   -1.00  N/A
 2010   2   2 -1.000   -1.00  N/A
 2010   2   3 -1.000   -1.00  N/A
 2010   2   4 -1.000   -1.00  N/A
 2010   2   5 -1.000   -1.00  N/A
 2010   2   6 -1.000   -1.00  N/A
 2010   2   7 -1.000   -1.00  N/A
 2010   2   8 -1.000   -1.00  N/A
 2010   2   9 -1.000   -1.00  N/A
 2010   2  10 -1.000   -1.00  N/A
 2010   2  11 -1.000   -1.00  N/A
 2010   2  12 -1.000   -1.00  N/A
 2010   2  13 -1.000   -1.00  N/A
 2010   2  14 -1.000   -1.00  N/A
 2010   2  15 -1.000   -1.00  N/A
 2010   2  16 -1.000   -1.00  N/A
 2010   2  17 -1.000   -1.00  N/A
 2010   2  18  0.029    4.80  OBS
 2010   2  19  0.033    7.00  OBS
 2010   2  20  0.037    9.30  OBS
 2010   2  21  0.041   11.60  OBS
 2010   2  22  0.045   14.10  OBS
 2010   2  23  0.051   16.30  OBS
 2010   2  24  0.037   12.10  OBS
 2010   2  25  0.060   22.30  OBS
 2010   2  26  0.070   26.90  OBS
 2010   2  27  0.073   29.00  OBS
 2010   2  28  0.077   29.90  OBS
 2010   3   1  0.089   38.40  OBS
 2010   3   2  0.100   38.50  OBS
 2010   3   3  0.117   50.20  OBS
 2010   3   4  0.126   58.20  OBS
 2010   3   5  0.130   61.70  OBS
 2010   3   6  0.080   37.50  OBS
 2010   3   7  0.136   55.00  OBS
 2010   3   8  0.172   86.90  OBS
 2010   3   9  0.177   91.00  OBS
 2010   3  10  0.192   96.20  OBS
 2010   3  11  0.183   98.90  OBS
 2010   3  12  0.146   83.00  OBS
 2010   3  13  0.206  106.50  OBS
 2010   3  14  0.225  122.20  OBS
 2010   3  15  0.248  137.90  OBS
 2010   3  16  0.307  165.80  OBS
 2010   3  17  0.325  184.70  OBS
 2010   3  18  0.328  180.60  OBS
 2010   3  19  0.366  214.00  OBS
 2010   3  20  0.370  213.80  OBS
 2010   3  21  0.319  151.10  OBS
 2010   3  22  0.353  214.50  OBS
 2010   3  23  0.392  239.80  OBS
 2010   3  24  0.407  249.90  OBS
 2010   3  25  0.438  272.20  OBS
 2010   3  26  0.424  253.00  OBS
 2010   3  27  0.450  290.40  OBS
 2010   3  28  0.444  302.90  OBS
 2010   3  29  0.543  336.30  OBS
 2010   3  30  0.531  347.60  OBS
 2010   3  31  0.520  329.40  OBS
 2010   4   1  0.634  423.10  OBS
 2010   4   2  0.726  489.10  OBS
 2010   4   3  0.482  330.60  OBS
 2010   4   4  0.785  440.30  OBS
 2010   4   5  0.622  417.20  OBS
 2010   4   6  0.524  337.60  OBS
 2010   4   7  0.726  483.50  OBS
 2010   4   8  0.912  530.00  OBS
 2010   4   9  0.477  304.30  OBS
 2010   4  10  0.897  420.90  OBS
 2010   4  11  0.561  325.00  OBS
 2010   4  12  0.861  601.90  OBS
 2010   4  13  0.701  496.70  OBS
 2010   4  14  1.134  683.80  OBS
 2010   4  15  0.679  502.20  OBS
 2010   4  16  0.703  470.20  OBS
 2010   4  17  0.968  729.10  OBS
 2010   4  18  1.221  907.00  OBS
 2010   4  19  1.255  958.10  OBS
 2010   4  20  1.272  960.40  OBS
 2010   4  21  1.355 1045.00  OBS
 2010   4  22  1.329  996.10  OBS
 2010   4  23  1.434 1040.20  OBS
 2010   4  24  1.486 1174.10  OBS
 2010   4  25  1.530 1188.30  OBS
 2010   4  26  1.469  935.60  OBS
 2010   4  27  1.164  726.60  OBS
 2010   4  28  1.377  995.30  OBS
 2010   4  29  1.562 1279.80  OBS
 2010   4  30  1.493 1210.30  OBS
 2010   5   1  1.579 1238.00  OBS
 2010   5   2  1.134  735.10  OBS
 2010   5   3  0.866  686.90  OBS
 2010   5   4  1.878 1358.60  OBS
 2010   5   5  1.618 1115.40  OBS
 2010   5   6  0.736  570.40  OBS
 2010   5   7  0.901  564.70  OBS
 2010   5   8  1.905 1200.20  OBS
 2010   5   9  1.319 1093.20  OBS
 2010   5  10  1.615 1394.10  OBS
 2010   5  11  1.373 1013.70  OBS
 2010   5  12  1.651 1145.70  OBS
 2010   5  13  1.797 1040.40  OBS
 2010   5  14  1.231 1149.70  OBS
 2010   5  15  2.323 1669.70  OBS
 2010   5  16  0.986  838.50  OBS
 2010   5  17  2.401 1943.40  OBS
 2010   5  18  2.308 1576.70  OBS
 2010   5  19  0.841  689.90  OBS
 2010   5  20  2.351 1853.70  OBS
 2010   5  21  1.039  832.20  OBS
 2010   5  22  1.442 1164.00  OBS
 2010   5  23  1.194  976.70  OBS
 2010   5  24  1.790 1532.80  OBS
 2010   5  25  2.333 2165.80  OBS
 2010   5  26  2.530 1880.20  OBS
 2010   5  27  1.469 1237.70  OBS
 2010   5  28  2.731 1924.20  OBS
 2010   5  29  2.447 1892.80  OBS
 2010   5  30  1.639 1563.20  OBS
 2010   5  31  1.580 1317.50  OBS
 2010   6   1  2.478 1680.80  OBS
 2010   6   2  2.538 1945.10  OBS
 2010   6   3  1.688 1377.10  OBS
 2010   6   4  2.589 1988.90  OBS
 2010   6   5  1.913 1511.10  OBS
 2010   6   6  2.409 1775.60  OBS
 2010   6   7  1.383 1393.10  OBS
 2010   6   8  2.141 1817.40  OBS
 2010   6   9  1.916 1677.80  OBS
 2010   6  10  2.456 2290.30  OBS
 2010   6  11  2.666 1867.10  OBS
 2010   6  12  2.204 1579.20  OBS
 2010   6  13  2.125 1697.50  OBS
 2010   6  14  2.604 2415.90  OBS
 2010   6  15  2.616 2578.30  OBS
 2010   6  16  2.865 2376.20  OBS
 2010   6  17  2.091 1976.60  OBS
 2010   6  18  1.456 1142.00  OBS
 2010   6  19  3.063 1866.80  OBS
 2010   6  20  1.354 1230.00  OBS
 2010   6  21  0.527  381.90  OBS
 2010   6  22  2.583 1323.90  OBS
 2010   6  23  1.364 1096.10  OBS
 2010   6  24  2.059 1800.40  OBS
 2010   6  25  2.989 2459.30  OBS
 2010   6  26  2.951 2365.00  OBS
 2010   6  27  2.742 2632.70  OBS
 2010   6  28  2.883 2747.20  OBS
 2010   6  29  2.228 1830.60  OBS
 2010   6  30  2.925 2787.70  OBS
 2010   7   1  3.150 1633.00  OBS
 2010   7   2  2.703 2321.80  OBS
 2010   7   3  1.913 1530.10  OBS
 2010   7   4  3.089 1787.40  OBS
 2010   7   5  1.471 1442.70  OBS
 2010   7   6  3.220 2490.30  OBS
 2010   7   7  3.396 1643.50  OBS
 2010   7   8  1.403  872.30  OBS
 2010   7   9  2.414 1473.00  OBS
 2010   7  10  1.691  779.90  OBS
 2010   7  11  0.946  463.70  OBS
 2010   7  12  1.787 1321.70  OBS
 2010   7  13  2.862 1841.80  OBS
 2010   7  14  2.580 2104.50  OBS
 2010   7  15  1.477 1275.10  OBS
 2010   7  16  2.141 1093.70  OBS
 2010   7  17  2.279 1023.00  OBS
 2010   7  18  2.834 1431.70  OBS
 2010   7  19  1.284  807.60  OBS
 2010   7  20  1.331  893.90  OBS
 2010   7  21  1.827 1366.40  OBS
 2010   7  22  2.347 1735.50  OBS
 2010   7  23  1.391 1243.50  OBS
 2010   7  24  1.697 1279.30  OBS
 2010   7  25  1.035  564.00  OBS
 2010   7  26  1.956 1128.00  OBS
 2010   7  27  2.608 1628.30  OBS
 2010   7  28  2.064 1292.50  OBS
 2010   7  29  2.006 1334.40  OBS
 2010   7  30  1.171  701.90  OBS
 2010   7  31  2.428 1600.70  OBS
 2010   8   1  2.221 1387.40  OBS
 2010   8   2  2.195 1300.70  OBS
 2010   8   3  2.107 1743.10  OBS
 2010   8   4  2.125 1458.70  OBS
 2010   8   5  1.432 1036.80  OBS
 2010   8   6  1.322  776.40  OBS
 2010   8   7  1.976 1507.70  OBS
 2010   8   8  0.620  452.00  OBS
 2010   8   9  1.092  704.40  OBS
 2010   8  10  1.790 1245.30  OBS
 2010   8  11  1.279  784.70  OBS
 2010   8  12  0.995  457.70  OBS
 2010   8  13  1.686 1172.40  OBS
 2010   8  14  1.610 1054.50  OBS
 2010   8  15  1.432  964.10  OBS
 2010   8  16  1.629 1194.20  OBS
 2010   8  17  1.554 1245.30  OBS
 2010   8  18  1.286  662.90  OBS
 2010   8  19  1.172  805.10  OBS
 2010   8  20  1.770 1198.70  OBS
 2010   8  21  1.711 1080.90  OBS
 2010   8  22  1.548 1090.70  OBS
 2010   8  23  1.498 1133.60  OBS
 2010   8  24  1.427 1068.80  OBS
 2010   8  25  0.841  504.80  OBS
 2010   8  26  1.199  752.50  OBS
 2010   8  27  1.214  742.50  OBS
 2010   8  28  0.467  355.80  OBS
 2010   8  29  1.171  831.00  OBS
 2010   8  30  1.021  653.90  OBS
 2010   8  31  0.962  691.50  OBS
 2010   9   1  0.677  433.10  OBS
 2010   9   2  0.973  558.40  OBS
 2010   9   3  0.576  281.60  OBS
 2010   9   4  0.965  643.40  OBS
 2010   9   5  0.397  212.40  OBS
